cID,msgID,id,last_opened,type,total_opens
24221185,1306724,65012354,,message,0
24221185,1306725,65012501,,message,0
24221185,1306726,65013821,,message,0
24221185,1313658,65231612,2017-01-26 10:15:59-05:00,message,1
24221185,1313659,65232426,,message,0
24221185,1317015,65336452,2017-01-31 17:09:18-05:00,message,1
24221185,1317494,65344417,2017-02-01 09:40:25-05:00,message,1
24221185,1318265,65347622,,message,0
24221185,1319994,65427855,2017-02-06 10:35:39-05:00,message,1
24221185,1320232,65428313,,message,0
24221185,1322734,65476321,2017-02-10 09:20:25-05:00,message,1
24221185,1322997,65476507,2017-02-09 17:00:19-05:00,message,1
24221185,1323974,65519040,2017-02-16 04:51:11-05:00,message,1
24221185,1325702,65535179,,message,0
24221185,1327674,65560179,,message,0
24221185,1327675,65560236,,message,0
24221185,1328155,65567307,,message,0
24221185,1329831,65605087,,message,0
24221185,1330378,65605400,,message,0
24221185,1330379,65605403,,message,0
24221185,1330380,65605412,,message,0
24221185,1330381,65605427,,message,0
24221185,1330382,65605435,,message,0
24221185,1330383,65605442,,message,0
24221185,1330384,65605446,,message,0
24221185,1333372,65634945,2017-02-23 20:44:32-05:00,message,1
24221185,1335260,65647238,2017-02-25 06:37:00-05:00,message,1
24221185,1335537,65665799,,message,0
24221185,1335538,65665848,2017-02-27 10:19:21-05:00,message,1
24221185,1335995,65667046,2017-02-27 13:31:42-05:00,message,1
24221185,1335996,65667077,,message,0
24221185,1337908,65694660,,message,0
24221185,1340523,65735312,,message,0
24221185,1342873,65751855,,message,0
24221185,1343067,65755613,,message,0
24221185,1344080,65763975,,message,0
35352380,1344645,49775822,2017-03-13 11:26:25-04:00,message,1
35352380,1344637,49775881,2017-03-13 11:21:33-04:00,message,1
35352380,1344625,49775923,2017-03-13 11:16:18-04:00,message,1
35352380,1344638,51057620,2017-03-13 11:21:38-04:00,message,1
35352380,1344632,51230485,2017-03-13 11:17:55-04:00,message,1
35352380,1344622,52701498,2017-03-13 11:16:14-04:00,message,1
35352380,1344623,53090413,2017-03-13 11:16:16-04:00,message,1
35352380,1344621,54513949,2017-03-13 11:16:12-04:00,message,1
35352380,1344631,54901782,2017-03-13 11:43:13-04:00,message,16
35352380,1344630,55415237,2017-03-13 11:16:46-04:00,message,1
35352380,1344636,57700595,2017-03-13 11:20:05-04:00,message,1
35352380,1344648,59054835,2017-03-13 11:28:06-04:00,message,1
35352380,1344624,59480963,2017-03-13 11:16:16-04:00,message,1
35352380,1344626,61509579,2017-03-13 11:36:12-04:00,message,3
35352380,1344628,61716448,2017-03-13 11:22:35-04:00,message,4
35352380,1344639,63010382,2017-03-13 11:23:18-04:00,message,1
35352380,1344629,63187831,2017-03-13 11:16:26-04:00,message,1
35352380,1344654,63300956,2017-03-13 11:37:09-04:00,message,2
35352380,1344633,63389584,2017-03-13 11:18:13-04:00,message,1
35352380,1344641,63568501,2017-03-13 11:23:41-04:00,message,1
35352380,1344635,63597034,2017-03-13 11:19:07-04:00,message,1
35352380,1344627,64466894,2017-03-13 11:16:20-04:00,message,1
35352380,1344649,65336452,2017-03-13 11:28:44-04:00,message,2
35352380,1344644,65665848,2017-03-13 11:26:07-04:00,message,1
35352380,1344652,65763975,2017-03-13 11:31:30-04:00,message,2
35352198,1344651,49775822,2017-03-13 11:30:03-04:00,message,1
35352198,1344656,49775925,2017-03-13 11:43:35-04:00,message,1
35352198,1344616,51057620,2017-03-13 11:11:38-04:00,message,1
35352198,1344617,51230485,2017-03-13 11:12:54-04:00,message,1
35352198,1344603,53090413,2017-03-13 11:05:34-04:00,message,1
35352198,1344606,54222997,2017-03-13 11:05:58-04:00,message,3
35352198,1344620,54513949,2017-03-13 11:14:27-04:00,message,1
35352198,1344615,54901782,2017-03-13 11:11:01-04:00,message,1
35352198,1344611,55103786,2017-03-13 11:10:54-04:00,message,2
35352198,1344608,55745296,2017-03-13 11:14:44-04:00,message,3
35352198,1344647,55874636,2017-03-13 11:27:42-04:00,message,1
35352198,1344646,56304468,2017-03-13 11:27:35-04:00,message,1
35352198,1344610,56462950,2017-03-13 11:07:07-04:00,message,1
35352198,1344618,57225677,2017-03-13 11:13:09-04:00,message,1
35352198,1344619,57700595,2017-03-13 11:13:44-04:00,message,1
35352198,1344653,58349629,2017-03-13 11:36:16-04:00,message,1
35352198,1344604,59054835,2017-03-13 11:05:35-04:00,message,1
35352198,1344602,59480963,2017-03-13 11:05:34-04:00,message,1
35352198,1344614,60414460,2017-03-13 11:09:52-04:00,message,1
35352198,1344612,61509579,2017-03-13 11:36:14-04:00,message,6
35352198,1344650,61704801,2017-03-13 11:39:40-04:00,message,7
35352198,1344613,61716448,2017-03-13 11:09:17-04:00,message,1
35352198,1344640,63010382,2017-03-13 11:23:18-04:00,message,1
35352198,1344605,63187831,2017-03-13 11:05:42-04:00,message,1
35352198,1344655,63300956,2017-03-13 11:37:09-04:00,message,2
35352198,1344634,63389584,2017-03-13 11:18:17-04:00,message,1
35352198,1344607,63568501,2017-03-13 11:10:43-04:00,message,3
35352198,1344609,64466894,2017-03-13 11:06:43-04:00,message,1
35352198,1344601,64631911,2017-03-13 11:05:26-04:00,message,1
35352198,1344642,64631943,2017-03-13 11:23:40-04:00,message,1
35352198,1344643,65665848,2017-03-13 11:26:04-04:00,message,1
35352103,1344175,49775822,,message,0
35352103,1344093,49775807,,message,0
35352103,1344137,49775829,,message,0
35352103,1344129,49775838,,message,0
35352103,1344256,49775839,,message,0
35352103,1344329,49775841,,message,0
35352103,1344122,49775901,,message,0
35352103,1344263,49775932,,message,0
35352103,1344101,49775925,,message,0
35352103,1344163,49775907,2017-03-13 11:24:01-04:00,message,7
35352103,1344319,49775961,,message,0
35352103,1344288,49775943,,message,0
35352103,1344312,49775964,,message,0
35352103,1344120,49775965,,message,0
35352103,1344176,49775868,,message,0
35352103,1344145,49775881,,message,0
35352103,1344258,49775923,,message,0
35352103,1344194,49842971,,message,0
35352103,1344114,49775820,,message,0
35352103,1344149,49775852,,message,0
35352103,1344118,50542557,2017-03-13 11:10:33-04:00,message,1
35352103,1344307,50492782,,message,0
35352103,1344108,50492859,,message,0
35352103,1344119,50492866,,message,0
35352103,1344131,50492901,,message,0
35352103,1344161,50492924,,message,0
35352103,1344095,50492966,,message,0
35352103,1344265,50492999,,message,0
35352103,1344298,50493017,,message,0
35352103,1344308,50493023,,message,0
35352103,1344267,50354218,,message,0
35352103,1344324,50354430,,message,0
35352103,1344223,50638328,,message,0
35352103,1344232,50638317,,message,0
35352103,1344332,50713324,,message,0
35352103,1344280,50713150,,message,0
35352103,1344220,50795508,,message,0
35352103,1344210,50795544,,message,0
35352103,1344287,51007940,,message,0
35352103,1344338,51057620,2017-03-13 11:11:39-04:00,message,1
35352103,1344229,51230485,2017-03-13 11:00:36-04:00,message,1
35352103,1344153,51410074,,message,0
35352103,1344276,51412023,,message,0
35352103,1344196,51382102,,message,0
35352103,1344087,51614705,,message,0
35352103,1344335,51725543,,message,0
35352103,1344253,51803780,,message,0
35352103,1344246,51871714,,message,0
35352103,1344184,52086380,,message,0
35352103,1344154,52434578,,message,0
35352103,1344228,52573113,,message,0
35352103,1344183,52688119,,message,0
35352103,1344164,52701498,2017-03-13 11:00:46-04:00,message,1
35352103,1344281,52785480,,message,0
35352103,1344128,52777385,,message,0
35352103,1344299,52812936,,message,0
35352103,1344117,52817896,,message,0
35352103,1344277,52855822,,message,0
35352103,1344316,52862693,,message,0
35352103,1344334,52949774,,message,0
35352103,1344310,52958678,,message,0
35352103,1344096,53041557,,message,0
35352103,1344126,53041950,,message,0
35352103,1344259,53117941,,message,0
35352103,1344305,53124588,,message,0
35352103,1344326,53147185,,message,0
35352103,1344138,53288871,,message,0
35352103,1344203,53342593,,message,0
35352103,1344085,53365595,,message,0
35352103,1344139,53128814,,message,0
35352103,1344306,53458695,,message,0
35352103,1344292,53458694,,message,0
35352103,1344106,53458674,,message,0
35352103,1344336,53090413,2017-03-13 11:00:18-04:00,message,1
35352103,1344250,53918690,,message,0
35352103,1344290,53918678,,message,0
35352103,1344206,54003545,,message,0
35352103,1344322,54077309,,message,0
35352103,1344284,54192687,,message,0
35352103,1344109,54229053,,message,0
35352103,1344147,54222997,2017-03-13 11:05:44-04:00,message,3
35352103,1344273,54313026,,message,0
35352103,1344300,54320820,,message,0
35352103,1344224,54503318,,message,0
35352103,1344160,54514108,,message,0
35352103,1344186,54513956,,message,0
35352103,1344135,54513949,2017-03-13 11:14:42-04:00,message,2
35352103,1344279,54590891,,message,0
35352103,1344245,54770710,,message,0
35352103,1344188,54770521,,message,0
35352103,1344102,54785038,,message,0
35352103,1344158,54801727,2017-03-13 11:30:29-04:00,message,4
35352103,1344275,54801730,,message,0
35352103,1344323,54807665,,message,0
35352103,1344172,54901782,,message,0
35352103,1344272,54901778,,message,0
35352103,1344084,54900476,,message,0
35352103,1344216,54910522,,message,0
35352103,1344198,54942509,,message,0
35352103,1344215,55041726,2017-03-13 11:00:46-04:00,message,1
35352103,1344313,55041734,,message,0
35352103,1344230,55041728,,message,0
35352103,1344213,55041723,,message,0
35352103,1344177,55103786,,message,0
35352103,1344130,55140941,,message,0
35352103,1344199,55263215,,message,0
35352103,1344099,55263191,,message,0
35352103,1344110,55275358,,message,0
35352103,1344174,55415237,,message,0
35352103,1344134,55416754,,message,0
35352103,1344303,55416934,,message,0
35352103,1344240,55428851,,message,0
35352103,1344190,55428526,,message,0
35352103,1344264,55434829,,message,0
35352103,1344100,55466655,,message,0
35352103,1344321,55588655,2017-03-13 11:30:39-04:00,message,1
35352103,1344247,55600417,,message,0
35352103,1344170,55745296,2017-03-13 11:26:56-04:00,message,3
35352103,1344211,55785043,,message,0
35352103,1344140,55874636,2017-03-13 11:28:03-04:00,message,1
35352103,1344320,56146936,,message,0
35352103,1344159,56231251,2017-03-13 11:31:08-04:00,message,1
35352103,1344193,56296196,,message,0
35352103,1344286,56304468,,message,0
35352103,1344231,56462976,,message,0
35352103,1344088,56462970,,message,0
35352103,1344181,56462963,,message,0
35352103,1344152,56462961,,message,0
35352103,1344252,56462960,,message,0
35352103,1344143,56462953,,message,0
35352103,1344201,56462950,,message,0
35352103,1344200,56651196,,message,0
35352103,1344123,56651191,,message,0
35352103,1344297,56740353,,message,0
35352103,1344248,56780654,,message,0
35352103,1344238,56884339,,message,0
35352103,1344144,56884336,,message,0
35352103,1344156,56877654,,message,0
35352103,1344124,56877650,,message,0
35352103,1344278,56877649,,message,0
35352103,1344314,56877645,,message,0
35352103,1344234,56877635,,message,0
35352103,1344301,57010927,,message,0
35352103,1344214,57203679,,message,0
35352103,1344270,57225677,2017-03-13 11:13:11-04:00,message,4
35352103,1344133,57267840,,message,0
35352103,1344337,57397547,,message,0
35352103,1344207,57530418,,message,0
35352103,1344168,57555818,,message,0
35352103,1344227,57583086,,message,0
35352103,1344226,57606951,,message,0
35352103,1344235,57606947,2017-03-13 11:00:48-04:00,message,1
35352103,1344112,57613493,,message,0
35352103,1344098,57700595,2017-03-13 11:13:44-04:00,message,1
35352103,1344317,57725441,,message,0
35352103,1344105,57724744,,message,0
35352103,1344150,57718205,,message,0
35352103,1344165,57803736,,message,0
35352103,1344121,57830009,,message,0
35352103,1344083,58039891,,message,0
35352103,1344260,58128945,,message,0
35352103,1344162,58222134,,message,0
35352103,1344146,58249114,,message,0
35352103,1344241,58349629,2017-03-13 11:36:18-04:00,message,1
35352103,1344293,58373770,,message,0
35352103,1344151,58411777,,message,0
35352103,1344302,58623003,,message,0
